"name";"type";"url";"likely_already_qms";"likely_qms_layers";"overlay";"license_url";"attribution_text";"attribution_url";"available_projections";"id"
"Canton du Jura 50cm (RCJU 1998)";"wms";"http://sitn.ne.ch/ogc-sitj-ortho/wms?FORMAT=image/jpeg&VERSION=1.1.1&SERVICE=WMS&REQUEST=GetMap&Layers=ortho1998&STYLES=&SRS={proj}&WIDTH={width}&HEIGHT={height}&BBOX={bbox}";"False";"[]";"";"";"Orthophotos 1998 RCJU 50cm ";"";"";"Jura-RCJU-1998"
"HEIG-VD / Orthophoto Yverdon-les-Bains 25cm (2007)";"wms";"http://ogc.heig-vd.ch/mapserver/wms?FORMAT=image/jpeg&VERSION=1.1.1&SERVICE=WMS&REQUEST=GetMap&Layers=orthophoto_yverdon&STYLES=&SRS={proj}&WIDTH={width}&HEIGHT={height}&BBOX={bbox}";"False";"[]";"";"";"Orthophoto Yverdon 2007 / HEIG-VD";"";"[u'EPSG:21781']";"Yverdon_les_Bains-HEIG_VD-2007"
"Kanton Aargau 25cm (AGIS 2011)";"tms";"http://tiles.poole.ch/AGIS/OF2011/{zoom}/{x}/{y}.png";"False";"[]";"";"";"AGIS OF2011";"";"";"Aargau-AGIS-2011"
"Kanton Aargau 25cm (AGIS 2014)";"tms";"http://mapproxy.osm.ch:8080/tiles/AGIS2014/EPSG900913/{zoom}/{x}/{y}.png?origin=nw";"False";"[]";"";"";"AGIS OF2014";"";"";"Aargau-AGIS-2014"
"Kanton Basel-Stadt 2015";"tms";"http://mapproxy.osm.ch:8080/tiles/KTBASELSTADT2015/EPSG900913/{zoom}/{x}/{y}.png?origin=nw";"False";"[]";"";"";"Kanton Basel-Stadt OF 2015";"";"";"KTBASELSTADT2015"
"Kanton Solothurn 25cm (SOGIS 2014-2015)";"tms";"http://mapproxy.osm.ch:8080/tiles/sogis2014/EPSG900913/{zoom}/{x}/{y}.png?origin=nw";"False";"[]";"";"";"Orthofoto WMS Solothurn";"";"";"Solothurn-sogis2014-tms"
"Kanton Solothurn 25cm (SOGIS 2014-2015)";"wms";"http://geoweb.so.ch/wms/sogis_orthofoto.wms?FORMAT=image/jpeg&VERSION=1.1.1&SERVICE=WMS&REQUEST=GetMap&LAYERS=Orthofoto_SO&STYLES=&SRS={proj}&WIDTH={width}&HEIGHT={height}&BBOX={bbox}";"False";"[]";"";"";"Orthofoto WMS Solothurn";"";"";"Solothurn-sogis2014-wms"
"Kanton Solothurn Infrarot 12.5cm (SOGIS 2014)";"wms";"http://geoweb.so.ch/wms/sogis_orthofoto.wms?FORMAT=image/png&TRANSPARENT=TRUE&VERSION=1.1.1&SERVICE=WMS&REQUEST=GetMap&LAYERS=Orthofoto_CIR_SO&STYLES=&SRS={proj}&WIDTH={width}&HEIGHT={height}&BBOX={bbox}";"False";"[]";"";"";"Orthofoto WMS Solothurn";"";"";"Solothurn-infrared-SOGIS"
"Kanton Zürich 2015  10cm";"tms";"http://mapproxy.osm.ch:8080/tiles/KTZUERICH2015/EPSG900913/{zoom}/{x}/{y}.png?origin=nw";"False";"[]";"";"";"Kanton Zürich OF 2015";"";"";"KTZUERICH2015"
"Stadt Bern 10cm (2016)";"tms";"http://mapproxy.osm.ch:8080/tiles/bern2016/EPSG900913/{zoom}/{x}/{y}.png?origin=nw";"False";"[]";"";"";"Orthophoto 2016, Vermessungsamt Stadt Bern ";"";"";"Bern-bern2016-tms"
"Stadt Bern 10cm (2016)";"wms";"http://map.bern.ch/wms/OpenData/proxy.php?FORMAT=image/jpeg&VERSION=1.1.1&SERVICE=WMS&REQUEST=GetMap&LAYERS=0&STYLES=&SRS={proj}&WIDTH={width}&HEIGHT={height}&BBOX={bbox}";"False";"[]";"";"";"Orthophoto 2016, Vermessungsamt Stadt Bern ";"";"[u'EPSG:21781']";"Bern-bern2016-wms"
"Stadt Uster Orthophoto 2008 10cm";"tms";"http://mapproxy.sosm.ch:8080/tiles/uster/EPSG900913/{zoom}/{x}/{y}.png?origin=nw";"False";"[]";"";"";"Stadt Uster Vermessung Orthophoto 2008";"";"";"Uster-2008"
"Stadt Zürich Luftbild 2011";"tms";"http://mapproxy.sosm.ch:8080/tiles/zh_luftbild2011/EPSG900913/{zoom}/{x}/{y}.png?origin=nw";"False";"[]";"";"";"Stadt Zürich Luftbild 2011";"";"";"Zuerich-zh_luftbild2011-tms"
"Stadtplan Zürich";"tms";"http://mapproxy.sosm.ch:8080/tiles/zh_stadtplan/EPSG900913/{zoom}/{x}/{y}.png?origin=nw";"False";"[]";"";"";"Stadt Zürich Open Government Data";"";"";"Zuerich-city_map"
"Übersichtsplan Zürich";"tms";"http://mapproxy.sosm.ch:8080/tiles/zh_uebersichtsplan/EPSG900913/{zoom}/{x}/{y}.png?origin=nw";"False";"[]";"";"";"Stadt Zürich Open Government Data";"";"";"Zuerich-zh_uebersichtsplan-tms"
"Czech CUZK:KM";"wms";"http://wms.cuzk.cz/wms.asp?service=WMS&VERSION=1.1.1&REQUEST=GetMap&SRS={proj}&LAYERS=parcelni_cisla_i,obrazy_parcel_i,RST_KMD_I,hranice_parcel_i,DEF_BUDOVY,RST_KN_I,dalsi_p_mapy_i,prehledka_kat_prac,prehledka_kat_uz,prehledka_kraju-linie&FORMAT=image/png&transparent=TRUE&WIDTH={width}&HEIGHT={height}&BBOX={bbox}";"False";"[]";"";"";"";"";"[u'EPSG:102067', u'EPSG:32633', u'EPSG:32634', u'EPSG:28403', u'EPSG:28404', u'EPSG:5221', u'EPSG:5224', u'EPSG:5225', u'EPSG:4326', u'EPSG:4258', u'EPSG:3035', u'EPSG:2065']";"Czech_CUZK-KM"
"Czech CUZK:KM tiles proxy";"tms";"http://osm-{switch:a,b,c}.zby.cz/tiles_cuzk.php/{zoom}/{x}/{y}.png";"False";"[]";"True";"http://wiki.openstreetmap.org/wiki/WikiProject_Czech_Republic/freemap";"";"";"";"Czech_CUZK-KM-tms"
"Czech RUIAN budovy";"tms";"http://tile.poloha.net/budovy/{zoom}/{x}/{y}.png";"False";"[]";"";"";"";"http://poloha.net/";"";"Czech_RUIAN-budovy"
"Czech RUIAN parcely";"tms";"http://tile.poloha.net/parcely/{zoom}/{x}/{y}.png";"False";"[]";"";"";"";"http://poloha.net/";"";"Czech_RUIAN-parcely"
"Bavaria (2 m)";"wms";"http://geodaten.bayern.de/ogc/ogc_dop200_oa.cgi?FORMAT=image/jpeg&VERSION=1.1.1&SERVICE=WMS&REQUEST=GetMap&Layers=adv_dop200c&SRS={proj}&WIDTH={width}&HEIGHT={height}&BBOX={bbox}";"False";"[]";"";"";"";"";"[u'EPSG:31467', u'EPSG:31468', u'EPSG:25832', u'EPSG:25833', u'EPSG:4258', u'EPSG:4326']";"bavaria-2m"
"Bavaria DOP 80cm";"tms";"http://mapproxy.osm.ch:8080/tiles/BAYERNDOP80/EPSG900913/{zoom}/{x}/{y}.png?origin=nw";"False";"[]";"";"";"";"";"";"bavaria-DOP80"
"Erlangen Luftbild (2013 6,25 cm)";"wms";"https://secure.erlangen.de/arcgiser/services/Luftbilder2013/MapServer/WmsServer?FORMAT=image/bmp&VERSION=1.1.1&SERVICE=WMS&REQUEST=GetMap&LAYERS=Erlangen_ratio5_6.25cm.jp2&STYLES=&SRS={proj}&WIDTH={width}&HEIGHT={height}&BBOX={bbox}";"False";"[]";"";"http://erlangen.maps.arcgis.com/home/item.html?id=e6693e185a4d4522980dfac658d4c8cb";"";"";"[u'EPSG:4326', u'EPSG:31494']";"Erlangen-2013"
"Erlangen Luftbild (2011 5,0 cm)";"wms";"https://secure.erlangen.de/arcgiser/services/Luftbilder2011/MapServer/WmsServer?FORMAT=image/bmp&VERSION=1.1.1&SERVICE=WMS&REQUEST=GetMap&LAYERS=Erlangen_ratio10_5cm_gk4.jp2&STYLES=&SRS={proj}&WIDTH={width}&HEIGHT={height}&BBOX={bbox}";"False";"[]";"";"http://erlangen.maps.arcgis.com/home/item.html?id=f834ddb433a148c9b325e9075ad0df80";"";"";"[u'EPSG:4326', u'EPSG:31494']";"Erlangen-2011"
"Erlangen Luftbild (2016 5,0 cm)";"wms";"https://secure.erlangen.de/arcgiser/services/Luftbild2016/MapServer/WmsServer?FORMAT=image/bmp&VERSION=1.1.1&SERVICE=WMS&REQUEST=GetMap&LAYERS=0&STYLES=&SRS={proj}&WIDTH={width}&HEIGHT={height}&BBOX={bbox}";"False";"[]";"";"https://erlangen.maps.arcgis.com/home/item.html?id=abab0a0c8a4c483290878068fe667a3a";"";"";"[u'EPSG:4326', u'EPSG:31494']";"Erlangen-2016"
"Hamburg (40 cm)";"wms";"http://geodienste-hamburg.de/HH_WMS_DOP40?FORMAT=image/jpeg&VERSION=1.1.1&SERVICE=WMS&REQUEST=GetMap&LAYERS=1&STYLES=&SRS={proj}&WIDTH={width}&HEIGHT={height}&BBOX={bbox}";"False";"[]";"";"";"";"";"[u'EPSG:31467', u'EPSG:25832', u'EPSG:3034', u'EPSG:3035', u'EPSG:3044', u'EPSG:3857', u'EPSG:4258', u'EPSG:4647', u'EPSG:31463', u'EPSG:102100', u'EPSG:102362', u'EPSG:4326']";"hamburg-40cm"
"Hamburg (DK5)";"wms";"http://geodienste-hamburg.de/HH_WMS_Geobasisdaten?FORMAT=image/jpeg&VERSION=1.1.1&SERVICE=WMS&REQUEST=GetMap&LAYERS=13&STYLES=&SRS={proj}&WIDTH={width}&HEIGHT={height}&BBOX={bbox}";"False";"[]";"";"";"";"";"[u'EPSG:31467', u'EPSG:25832', u'EPSG:4326']";"Hamburg-DK5"
"imagico.de OSM images for mapping: Northern German west coast tidalflats (infrared)";"tms";"http://imagico.de/map/osmim_tiles.php?layer=LC81960222015233LGN00ir&z={zoom}&x={x}&y={-y}";"False";"[]";"";"";"imagico.de OSM images for mapping";"http://maps.imagico.de/#osmim";"";"osmim-imagicode-LC81960222015233LGN00ir"
"imagico.de OSM images for mapping: Northern German west coast tidalflats";"tms";"http://imagico.de/map/osmim_tiles.php?layer=LC81960222015233LGN00vis&z={zoom}&x={x}&y={-y}";"False";"[]";"";"";"imagico.de OSM images for mapping";"http://maps.imagico.de/#osmim";"";"osmim-imagicode-LC81960222015233LGN00vis"
"Geodatastyrelsen (Denmark)";"tms";"http://osmtools.septima.dk/mapproxy/tiles/1.0.0/kortforsyningen_ortoforaar/EPSG3857/{zoom}/{x}/{y}.jpeg";"False";"[]";"";"";"Geodatastyrelsen og Danske Kommuner";"http://download.kortforsyningen.dk/content/vilkaar-og-betingelser";"";"Geodatastyrelsen_Denmark"
"Stevns (Denmark)";"tms";"http://{switch:a,b,c}.tile.openstreetmap.dk/stevns/2009/{zoom}/{x}/{y}.png";"False";"[]";"";"";"Stevns Kommune";"";"";"Stevns_Denmark"
"Vejmidte (Denmark)";"tms";"http://{switch:a,b,c}.tile.openstreetmap.dk/danmark/vejmidte/{zoom}/{x}/{y}.png";"False";"[]";"";"";"Danish municipalities";"http://wiki.openstreetmap.org/wiki/Vejmidte";"";"Vejmidte_Denmark"
"Estonia Basemap (Maaamet)";"wms";"http://kaart.maaamet.ee/wms/alus-geo?FORMAT=image/jpeg&VERSION=1.1.1&SERVICE=WMS&REQUEST=GetMap&Layers=pohi_vr2&SRS={proj}&WIDTH={width}&HEIGHT={height}&BBOX={bbox}";"False";"[]";"";"http://www.maakaart.ee/docs/Maa-amet_vastus_OSM.pdf";"Maa-Ameti põhikaart";"";"[u'EPSG:4326']";"maaamet.ee-pohi_vr2"
"Estonia Forestry (Maaamet)";"wms";"http://kaart.maaamet.ee/wms/alus-geo?FORMAT=image/jpeg&VERSION=1.1.1&SERVICE=WMS&REQUEST=GetMap&Layers=cir_ngr&SRS={proj}&WIDTH={width}&HEIGHT={height}&BBOX={bbox}";"False";"[]";"";"http://www.maakaart.ee/docs/Maa-amet_vastus_OSM.pdf";"Maa-Ameti metsanduslik ortofoto";"";"[u'EPSG:4326']";"maaamet.ee-cir_ngr"
"Estonia Hillshading (Maaamet)";"wms";"http://kaart.maaamet.ee/wms/alus-geo?FORMAT=image/jpeg&VERSION=1.1.1&SERVICE=WMS&REQUEST=GetMap&Layers=reljeef&STYLES=&SRS={proj}&WIDTH={width}&HEIGHT={height}&BBOX={bbox}";"False";"[]";"";"http://www.maakaart.ee/docs/Maa-amet_vastus_OSM.pdf";"Maa-Ameti reljeefikaart";"";"[u'EPSG:4326']";"maaamet.ee-reljeef"
"Estonia Ortho (Maaamet)";"tms";"http://kaart.maakaart.ee/orto/{zoom}/{x}/{y}.jpeg";"False";"[]";"";"http://www.maakaart.ee/docs/Maa-amet_vastus_OSM.pdf";"Maa-Ameti ortofoto ";"";"";"maaamet.ee-orto"
"Estonia Ortho (Maaamet)";"wms";"http://kaart.maaamet.ee/wms/alus-geo?VERSION=1.1.1&REQUEST=GetMap&LAYERS=of10000&SRS={proj}&FORMAT=image/jpeg&WIDTH={width}&HEIGHT={height}&BBOX={bbox}";"False";"[]";"";"http://www.maakaart.ee/docs/Maa-amet_vastus_OSM.pdf";"Maa-Ameti ortofoto ";"";"[u'EPSG:4326']";"maaamet.ee-of10000"
"Catastro Spain";"wms";"http://ovc.catastro.meh.es/Cartografia/WMS/ServidorWMS.aspx?FORMAT=image/jpeg&VERSION=1.1.1&SERVICE=WMS&REQUEST=GetMap&Layers=Catastro&STYLES=&SRS={proj}&WIDTH={width}&HEIGHT={height}&BBOX={bbox}";"False";"[]";"";"";"";"";"";"Catastro-Spain"
"GRAFCAN - Canary Islands";"wms";"http://idecan1.grafcan.es/ServicioWMS/OrtoUrb?FORMAT=image/jpeg&VERSION=1.1.1&SERVICE=WMS&REQUEST=GetMap&Layers=OU&SRS={proj}&WIDTH={width}&HEIGHT={height}&BBOX={bbox}";"False";"[]";"";"";"GRAFCAN OrtoExpress Urbana 2009";"";"";"GRAFCAN-Canary_Islands"
"IDEIB - Balearic Islands";"wms";"http://ideib.caib.es/pub_ideib/public/IMATGES_AERIES/MapServer/WMSServer?VERSION=1.1.1&REQUEST=GetMap&SRS={proj}&LAYERS=8&STYLES=default&FORMAT=image/png&WIDTH={width}&HEIGHT={height}&BBOX={bbox}";"False";"[]";"";"";"ideib.cat";"";"";"IDEIB-Balearic_Islands"
"ITACyL - Castile and León";"wms";"http://orto.wms.itacyl.es/WMS?REQUEST=GetMap&SERVICE=WMS&VERSION=1.1.1&LAYERS=Ortofoto_CyL&SRS={proj}&FORMAT=image/jpeg&STYLES=Default&TRANSPARENT=TRUE&WIDTH={width}&HEIGHT={height}&BBOX={bbox}";"False";"[]";"";"";"ITACyL";"";"";"ITACyL-Castile-and-Leon"
"PNOA Spain";"tms";"http://www.ign.es/wmts/pnoa-ma?request=GetTile&service=WMTS&VERSION=1.0.0&Layer=OI.OrthoimageCoverage&Style=default&Format=image/png&TileMatrixSet=GoogleMapsCompatible&TileMatrix={zoom}&TileRow={y}&TileCol={x}";"False";"[]";"";"";"PNOA";"";"";"PNOA-Spain-TMS"
"PNOA Spain";"wms";"http://www.idee.es/wms/PNOA/PNOA?REQUEST=GetMap&VERSION=1.1.1&SERVICE=WMS&SRS={proj}&LAYERS=pnoa&STYLES=default&FORMAT=image/jpeg&WIDTH={width}&HEIGHT={height}&BBOX={bbox}";"False";"[]";"";"";"PNOA";"";"";"PNOA-Spain"
"SIGPAC Spain";"wms";"http://wms.marm.es/wms/wms.aspx?FORMAT=image/jpeg&VERSION=1.1.1&SERVICE=WMS&REQUEST=GetMap&Layers=ORTOFOTOS&SRS={proj}&WIDTH={width}&HEIGHT={height}&BBOX={bbox}";"False";"[]";"";"";"SIGPAC";"";"";"SIGPAC-Spain"
"CRAIG - Auvergne 2013 - 25 cm";"tms";"http://tiles.craig.fr/osm/tms/1.0.0/ortho_2013/webmercator/{zoom-1}/{x}/{-y}.jpeg";"False";"[]";"";"";"Orthophotographie CRAIG/Sintegra/IGN 2013";"http://wiki.openstreetmap.org/wiki/WikiProject_France/CRAIG";"";"CRAIG-Auvergne-2013"
"FR-BAN";"tms";"http://{switch:a,b,c}.layers.openstreetmap.fr/bano/{zoom}/{x}/{y}.png";"True";"[u'http://a.tile.openstreetmap.fr/osmfr/{z}/{x}/{y}.png', u'http://a.tile.openstreetmap.fr/hot/{z}/{x}/{y}.png']";"";"http://www.opendatacommons.org/licenses/odbl/1.0/";"Tiles © cquest@Openstreetmap France, data © OpenStreetMap contributors, ODBL";"https://wiki.openstreetmap.org/wiki/WikiProject_France/WikiProject_Base_Adresses_Nationale_Ouverte_(BANO)";"";"FR-BAN"
"FR-Cadastre";"tms";"http://tms.cadastre.openstreetmap.fr/*/tout/{zoom}/{x}/{y}.png";"True";"[u'http://a.tile.openstreetmap.fr/osmfr/{z}/{x}/{y}.png', u'http://a.tile.openstreetmap.fr/hot/{z}/{x}/{y}.png']";"";"http://wiki.openstreetmap.org/wiki/WikiProject_Cadastre_Fran%C3%A7ais/Conditions_d%27utilisation#Mention_de_la_source_et_du_mill.C3.A9sime";"cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2015";"http://wiki.openstreetmap.org/wiki/WikiProject_Cadastre_Fran%C3%A7ais/Conditions_d%27utilisation";"";"FR-Cadastre"
"Géolittoral - Orthophotos 2000";"wms";"http://geolittoral.application.developpement-durable.gouv.fr/wms2/metropole?FORMAT=image/jpeg&VERSION=1.1.1&SERVICE=WMS&REQUEST=GetMap&LAYERS=ortholittorale&STYLES=&SRS={proj}&WIDTH={width}&HEIGHT={height}&BBOX={bbox}";"False";"[]";"";"";"Ortho littorale 2000";"http://wiki.openstreetmap.org/wiki/WikiProject_France/G%C3%A9oLittoral";"";"Geolittoral-Orthophotos2000"
"Géolittoral - Sentiers";"wms";"http://geolittoral.application.developpement-durable.gouv.fr/wms2/metropole?FORMAT=image/png&TRANSPARENT=TRUE&VERSION=1.1.1&SERVICE=WMS&REQUEST=GetMap&LAYERS=n_sentier_littoral_l&STYLES=&SRS={proj}&WIDTH={width}&HEIGHT={height}&BBOX={bbox}";"False";"[]";"";"";"Ortho littorale 2000";"http://wiki.openstreetmap.org/wiki/WikiProject_France/G%C3%A9oLittoral";"";"Geolittoral-Sentiers"
"Géolittoral V2 - Orthophotos 2011-2014";"wms";"http://geolittoral.application.developpement-durable.gouv.fr/wms2/metropole?FORMAT=image/jpeg&VERSION=1.1.1&SERVICE=WMS&REQUEST=GetMap&LAYERS=ortholittorale_v2_rvb&STYLES=&SRS={proj}&WIDTH={width}&HEIGHT={height}&BBOX={bbox}";"False";"[]";"";"";"Ortho Littorale V2 - MEDDE";"http://wiki.openstreetmap.org/wiki/WikiProject_France/G%C3%A9oLittoral";"";"GeolittoralV2-Orthophotos"
"Géobretagne - Brest 2010 - 10 cm";"wms";"http://geobretagne.fr/wmsouvert?FORMAT=image/jpeg&VERSION=1.1.1&SERVICE=WMS&REQUEST=GetMap&Layers=ortho-bmo-2010&SRS={proj}&WIDTH={width}&HEIGHT={height}&BBOX={bbox}";"False";"[]";"";"";"";"";"";"Geobretagne-Brest-2010"
"Géobretagne - Morbihan 2010";"wms";"http://geobretagne.fr/wmsouvert?FORMAT=image/jpeg&VERSION=1.1.1&SERVICE=WMS&REQUEST=GetMap&Layers=ortho-megalis-56&SRS={proj}&WIDTH={width}&HEIGHT={height}&BBOX={bbox}";"False";"[]";"";"";"";"";"";"Geobretagne-Morbihan-2010"
"Toulouse - Orthophotoplan 2007";"tms";"http://wms.openstreetmap.fr/tms/1.0.0/toulouse_ortho2007/{zoom}/{x}/{y}";"True";"[u'http://a.tile.openstreetmap.fr/osmfr/{z}/{x}/{y}.png', u'http://a.tile.openstreetmap.fr/hot/{z}/{x}/{y}.png']";"";"";"ToulouseMetropole";"https://wiki.openstreetmap.org/wiki/Toulouse/ToulouseMetropoleData";"";"Toulouse-Orthophotoplan-2007"
"Toulouse - Orthophotoplan 2011";"tms";"http://wms.openstreetmap.fr/tms/1.0.0/toulouse_ortho2011/{zoom}/{x}/{y}";"True";"[u'http://a.tile.openstreetmap.fr/osmfr/{z}/{x}/{y}.png', u'http://a.tile.openstreetmap.fr/hot/{z}/{x}/{y}.png']";"";"";"ToulouseMetropole";"https://wiki.openstreetmap.org/wiki/Toulouse/ToulouseMetropoleData";"";"Toulouse-Orthophotoplan-2011"
"Toulouse - Orthophotoplan 2013";"tms";"http://wms.openstreetmap.fr/tms/1.0.0/toulouse_2013/{zoom}/{x}/{y}";"True";"[u'http://a.tile.openstreetmap.fr/osmfr/{z}/{x}/{y}.png', u'http://a.tile.openstreetmap.fr/hot/{z}/{x}/{y}.png']";"";"http://opendatacommons.org/licenses/odbl/";"ToulouseMetropole";"https://wiki.openstreetmap.org/wiki/Toulouse/ToulouseMetropoleData";"";"Toulouse-Orthophotoplan-2013"
"Toulouse - Orthophotoplan 2015";"tms";"http://wms.openstreetmap.fr/tms/1.0.0/toulouse_2015/{zoom}/{x}/{y}";"True";"[u'http://a.tile.openstreetmap.fr/osmfr/{z}/{x}/{y}.png', u'http://a.tile.openstreetmap.fr/hot/{z}/{x}/{y}.png']";"";"http://opendatacommons.org/licenses/odbl/";"ToulouseMetropole";"https://wiki.openstreetmap.org/wiki/Toulouse/ToulouseMetropoleData";"";"Toulouse-Orthophotoplan-2015"
"Tours - Orthophotos 2013";"tms";"http://wms.openstreetmap.fr/tms/1.0.0/tours_2013/{zoom}/{x}/{y}";"True";"[u'http://a.tile.openstreetmap.fr/osmfr/{z}/{x}/{y}.png', u'http://a.tile.openstreetmap.fr/hot/{z}/{x}/{y}.png']";"";"http://wiki.openstreetmap.org/wiki/Tours/Orthophoto";"Orthophoto Tour(s)plus 2013";"http://wiki.openstreetmap.org/wiki/Tours/Orthophoto";"";"Tours-Orthophoto-2013"
"Tours - Orthophotos 2008-2010";"tms";"http://wms.openstreetmap.fr/tms/1.0.0/tours/{zoom}/{x}/{y}";"True";"[u'http://a.tile.openstreetmap.fr/osmfr/{z}/{x}/{y}.png', u'http://a.tile.openstreetmap.fr/hot/{z}/{x}/{y}.png']";"";"";"Orthophoto Tour(s) Plus 2008";"http://wiki.openstreetmap.org/wiki/Tours/Orthophoto";"";"Tours-Orthophoto-2008_2010"
"7th Series (OS7)";"tms";"http://ooc.openstreetmap.org/os7/{zoom}/{x}/{y}.jpg";"True";"[u'http://tile.openstreetmap.org/{z}/{x}/{y}.png', u'http://gps-a.tile.openstreetmap.org/lines/{z}/{x}/{y}.png']";"";"";"";"";"";"OS7"
"NLS - Bartholomew Half Inch, 1897-1907";"tms";"http://geo.nls.uk/mapdata2/bartholomew/great_britain/{zoom}/{x}/{-y}.png";"False";"[]";"";"";"National Library of Scotland Historic Maps";"http://geo.nls.uk/maps/";"";"NLS-Bartholomew-hfinch-hist"
"NLS - OS 1-inch 7th Series 1955-61";"tms";"http://geo.nls.uk/mapdata2/os/seventh/{zoom}/{x}/{-y}.png";"False";"[]";"";"";"National Library of Scotland Historic Maps";"http://geo.nls.uk/maps/";"";"NLS-OS-7th_Series"
"NLS - OS 1:25k 1st Series 1937-61";"tms";"http://geo.nls.uk/mapdata2/os/25000/{zoom}/{x}/{-y}.png";"False";"[]";"";"";"National Library of Scotland Historic Maps";"http://geo.nls.uk/maps/";"";"NLS-OS-1st_Series"
"NLS - OS 25-inch (Scotland), 1892-1905";"tms";"http://geo.nls.uk/mapdata2/os/25_inch/scotland_1/{zoom}/{x}/{y}.png";"False";"[]";"";"";"National Library of Scotland Historic Maps";"http://geo.nls.uk/maps/";"";"NLS-OS-25inch-hist"
"NLS - OS 6-inch County Series, 1888-1913";"tms";"http://geo.nls.uk/mapdata3/os/6_inch_gb_1900/{zoom}/{x}/{y}.png";"False";"[]";"";"";"National Library of Scotland Historic Maps";"http://geo.nls.uk/maps/";"";"NLS-OS-6inch-County-Series-hist"
"NLS - OS 6-inch Scotland 1842-82";"tms";"http://geo.nls.uk/maps/os/six_inch/{zoom}/{x}/{-y}.png";"False";"[]";"";"";"National Library of Scotland Historic Maps";"http://geo.nls.uk/maps/";"";"NLS-OS-6inch-Scotland-hist"
"OS Town Plans, Aberdeen 1866-1867 (NLS)";"tms";"http://geo.nls.uk/maps/towns/aberdeen/{zoom}/{x}/{-y}.png";"False";"[]";"";"";"National Library of Scotland - Aberdeen 1866-1867";"http://maps.nls.uk/townplans/aberdeen.html";"";"NLS_aberdeen1866_1867"
"OS Town Plans, Airdrie 1858 (NLS)";"tms";"http://geo.nls.uk/maps/towns/airdrie/{zoom}/{x}/{-y}.png";"False";"[]";"";"";"National Library of Scotland - Airdrie 1858";"http://maps.nls.uk/townplans/airdrie.html";"";"NLS_airdrie1858"
"OS Town Plans, Alexandria 1859 (NLS)";"tms";"http://geo.nls.uk/maps/towns/alexandria/{zoom}/{x}/{-y}.png";"False";"[]";"";"";"National Library of Scotland - Alexandria 1859";"http://maps.nls.uk/townplans/alexandria.html";"";"NLS_alexandria1859"
"OS Town Plans, Alloa 1861-1862 (NLS)";"tms";"http://geo.nls.uk/maps/towns/alloa/{zoom}/{x}/{-y}.png";"False";"[]";"";"";"National Library of Scotland - Alloa 1861-1862";"http://maps.nls.uk/townplans/alloa.html";"";"NLS_alloa1861_1862"
"OS Town Plans, Annan 1859 (NLS)";"tms";"http://geo.nls.uk/maps/towns/annan/{zoom}/{x}/{-y}.png";"False";"[]";"";"";"National Library of Scotland - Annan 1859";"http://maps.nls.uk/townplans/annan.html";"";"NLS_annan1859"
"OS Town Plans, Arbroath 1858 (NLS)";"tms";"http://geo.nls.uk/maps/towns/arbroath/{zoom}/{x}/{-y}.png";"False";"[]";"";"";"National Library of Scotland - Arbroath 1858";"http://maps.nls.uk/townplans/arbroath.html";"";"NLS_arbroath1858"
"OS Town Plans, Ayr 1855 (NLS)";"tms";"http://geo.nls.uk/maps/towns/ayr/{zoom}/{x}/{-y}.png";"False";"[]";"";"";"National Library of Scotland - Ayr 1855";"http://maps.nls.uk/townplans/ayr.html";"";"NLS_ayr1855"
"OS Town Plans, Berwick-upon-Tweed 1852 (NLS)";"tms";"http://geo.nls.uk/maps/towns/berwick/{zoom}/{x}/{-y}.png";"False";"[]";"";"";"National Library of Scotland - Berwick-upon-Tweed 1852";"http://maps.nls.uk/townplans/berwick.html";"";"NLS_berwick1852"
"OS Town Plans, Brechin 1862 (NLS)";"tms";"http://geo.nls.uk/maps/towns/brechin/{zoom}/{x}/{-y}.png";"False";"[]";"";"";"National Library of Scotland - Brechin 1862";"http://maps.nls.uk/townplans/brechin.html";"";"NLS_brechin1862"
"OS Town Plans, Burntisland 1894 (NLS)";"tms";"http://geo.nls.uk/maps/towns/burntisland/{zoom}/{x}/{-y}.png";"False";"[]";"";"";"National Library of Scotland - Burntisland 1894";"http://maps.nls.uk/townplans/burntisland.html";"";"NLS_burntisland1894"
"OS Town Plans, Campbelton 1865 (NLS)";"tms";"http://geo.nls.uk/maps/towns/campbeltown/{zoom}/{x}/{-y}.png";"False";"[]";"";"";"National Library of Scotland - Campbelton 1865";"http://maps.nls.uk/townplans/campbelton.html";"";"NLS_campbeltown1865"
"OS Town Plans, Coatbridge 1858 (NLS)";"tms";"http://geo.nls.uk/maps/towns/coatbridge/{zoom}/{x}/{-y}.png";"False";"[]";"";"";"National Library of Scotland - Coatbridge 1858";"http://maps.nls.uk/townplans/coatbridge.html";"";"NLS_coatbridge1858"
"OS Town Plans, Cupar 1854 (NLS)";"tms";"http://geo.nls.uk/maps/towns/cupar1854/{zoom}/{x}/{-y}.png";"False";"[]";"";"";"National Library of Scotland - Cupar 1854";"http://maps.nls.uk/townplans/cupar_1.html";"";"OS-Town_Plans-Cupar-1854"
